Index, Title, Author, ISBN, Language, Pages, Published, Genre, Rating, Score, Vote, Link, Image, Image_Small, Description, Author_Link, Author_Image, Author_Born, Author_Web, Author_Bio 
80, The Third Target (J. B. Collins #1), Joel C. Rosenberg, 9781414336275, English, 450, January 6 2015, Fiction* Christian Fiction* Thriller* Christian* Suspense* Politics* Historical Fiction, 4.29 avg rating - 6.482 ratings, 193, 2, https://www.goodreads.com/book/show/22798864-the-third-target, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422215356i/22798864.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422215356i/22798864._SX50_.jpg, When New York Times foreign correspondent J. B. Collins hears rumors that an al-Qaeda splinter cell--ISIS--has captured a cache of chemical weapons inside Syria* he knows this is a story he must pursue at all costs. Does the commander of the jihadist faction really have weapons of mass destruction? If so* who is the intended target? The U. S. ? Israel? Or someone else? With tensions already high* the impending visit of the American president to the region could prove to be the spark that sets off an explosion of horrendous proportions. Knowing that terrorist forces are already trying to bring down two Arab governments in the region--Iraq and Syria--can Collins uncover the truth before it's too late? Or will the terrorists succeed in setting their sights on the third target and achieving genocide?, https://www.goodreads.com/author/show/221833.Joel_C_Rosenberg, https://images.gr-assets.com/authors/1314284800p5/221833.jpg, The United States, http://www.joelrosenberg.com, Librarian Note: There is more than one author in the Goodreads database with this name. Note: This is a different person than the fantasy author* Joel RosenbergJoel C. Rosenberg is the founder of The Joshua Fund and the New York Times best-selling author of THE LAST JIHAD (2002)* THE LAST DAYS (2003)* THE EZEKIEL OPTION (2005)* THE COPPER SCROLL (2006)* EPICENTER (2006) and DEAD HEAT (2008) with more than 1.5 million copies in print. THE EZEKIEL OPTION was named by the ECPA as the Gold Medallion winner of the "Best Novel of 2006." Joel* an evangelical Christian whose mother is Gentile and whose father is from an Orthodox Jewish background* previously worked with several U.S. and Israeli leaders* including Steve Forbes* former Israeli Deputy
81, Dead Ice (Anita Blake Vampire Hunter #24), Laurell K. Hamilton, 9780755389063, English, 566, June 9 2015, Urban Fantasy* Paranormal* Vampires* Fantasy* Romance* Paranormal Romance* Fiction, 3.94 avg rating - 14.639 ratings, 193, 2, https://www.goodreads.com/book/show/21066968-dead-ice, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421548154i/21066968.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421548154i/21066968._SY75_.jpg, "If you've never read this series* I highly recommend/strongly suggest having the Anita Blake experience. Vampires* zombies* and shifters* oh my! And trust me* these are not your daughter's vampires. "-LITERATI BOOK REVIEWSAnita Blake has the highest kill count of any vampire executioner in the country. She’s a U. S. Marshal who can raise zombies with the best of them. But ever since she and master vampire Jean-Claude went public with their engagement* all she is to anyone and everyone is Jean-Claude’s fiancée. It’s wreaking havoc with her reputation as a hard ass—to some extent. Luckily* in professional circles* she’s still the go-to expert for zombie issues. And right now* the FBI is having one hell of a zombie issue. Someone is producing zombie porn. Anita has seen her share of freaky undead fetishes* so this shouldn’t bother her. But the women being victimized aren’t just mindless* rotting corpses. Their souls are trapped behind their eyes* signaling voodoo of the blackest kind. It’s the sort of case that can leave a mark on a person. And Anita’s own soul may not survive unscathed . . . , https://www.goodreads.com/author/show/9550.Laurell_K_Hamilton, https://images.gr-assets.com/authors/1399387919p5/9550.jpg, Heber Springs* Arkansas* The United States, http://www.laurellkhamilton.com/, Laurell K. Hamilton is one of the leading writers of paranormal fiction. A #1 New York Times bestselling author* Hamilton writes the popular Anita Blake* Vampire Hunter novels and the Meredith Gentry series. She is also the creator of a bestselling comic book series based on her Anita Blake novels and published by Marvel Comics. Hamilton is a full-time writer and lives in the suburbs of St. Louis with her family.
82, Brothers Forever, Patrick Winsor, null, English, 87, November 5 2015, M M Romance* College, 2.81 avg rating - 27 ratings, 193, 2, https://www.goodreads.com/book/show/27508183-brothers-forever, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1446836591i/27508183.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446836591i/27508183._SY75_.jpg, They'll meet. They'll clique. They'll do anything for each other* but one hasn't discovered he's gay. . . yet. Experience this powerful and emotional college bromance as Levi and Jayden explore their dark sexual desires and discover just how far each of them is willing to go for true love. Levi* a legend below the belt* has always had his choice of men. He's never had a need for any one man in his life. In fact* he's loyal and dedicated to his family* an entire brotherhood of men. But his new roommate may make him reconsider his priorities. Will he break their rules or control his lust while bunking above this hunk he assumes is gay?Jayden has never quite fit in. He's always wanted to be one of the popular guys* and after spending the summer in the gym* he has the looks to have any woman he wants. His new roommate is going to make the prefect wingman while he discovers himself at college* but will one fraternity party make him reconsider his motives?This book contains adult subject matter that may be inappropriate for all readers. Side effects* which may include blushing* cringing* crying* and laughing* are known to occur individually and simultaneously. If you experience any of these symptoms* immediately schedule some alone (or not so alone) time. Use caution when exposing others to any new desires that may arise after reading this novella. Be advised* many of the risky behaviors in this book may result in broken hearts* ruined marriages* bodily harm* or visits to your local clinic. , https://www.goodreads.com/author/show/14611951.Patrick_Winsor, https://images.gr-assets.com/authors/1448074462p5/14611951.jpg, , Patrick Winsor’s books, null
83, The Wild Truth, Carine McCandless, null, English, 427, January 1 2014, Nonfiction* Memoir* Biography* Biography Memoir* Audiobook* Adventure* Family, 3.81 avg rating - 11.191 ratings, 193, 2, https://www.goodreads.com/book/show/23533629-the-wild-truth, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418960762i/23533629.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418960762i/23533629._SY75_.jpg, The spellbinding story of Chris McCandless* who gave away his savings* hitchhiked to Alaska* walked into the wilderness alone* and starved to death in 1992* fascinated not just New York Times bestselling author Jon Krakauer* but also the rest of the nation. Krakauer's book*Into the Wild* became an international bestseller* translated into thirty-one languages* and Sean Penn's inspirational film by the same name further skyrocketed Chris McCandless to global fame. But the real story of Chris’s life and his journey has not yet been told - until now. The missing pieces are finally revealed in The Wild Truth* written by Carine McCandless* Chris's beloved and trusted sister.   Featured in both the book and film* Carine has wrestled for more than twenty years with the legacy of her brother's journey to self-discovery* and now tells her own story while filling in the blanks of his. Carine was Chris's best friend* the person with whom he had the closest bond* and who witnessed firsthand the dysfunctional and violent family dynamic that made Chris willing to embrace the harsh wilderness of Alaska. Growing up in the same troubled household* Carine speaks candidly about the deeper reality of life in the McCandless family. In the many years since the tragedy of Chris's death* Carine has searched for some kind of redemption. In this touching and deeply personal memoir* she reveals how she has learned that real redemption can only come from speaking the truth. , https://www.goodreads.com/author/show/7055520.Carine_McCandless, https://images.gr-assets.com/authors/1403378283p5/7055520.jpg, , http://www.carinemccandless.com/, * Please visit Carine's website for a list of all upcoming events. Carine McCandless is an entrepreneur* activist and mother. She has been successfully self-employed since she started her first company at the age of nineteen. Carine's upcoming memoir* The Wild Truth* published by Harper One* an imprint of Harper Collins* will be released in November* 2014.Carine is the sister of literary icon Chris McCandless* a.k.a. Alexander Supertramp* whose life story captured the hearts of millions of people around the world. She played a vital role in the success of Into the Wild* the internationally bestselling book written by Jon Krakauer. Krakauer endorses Carine as "a gifted communicator* she is engaging* inspiring* and bracingly outspoken." Into 
84, Trust No One, Jayne Ann Krentz, 9780399165139, English, 327, January 6 2015, Romance* Romantic Suspense* Mystery* Suspense* Contemporary* Fiction* Contemporary Romance, 3.88 avg rating - 7.653 ratings, 191, 2, https://www.goodreads.com/book/show/22459697-trust-no-one, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405616824i/22459697.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405616824i/22459697._SY75_.jpg, Following up on the incredible success of River Road* New York Times–bestselling author Jayne Ann Krentz delivers another masterpiece of romantic suspense. It's no coincidence when Grace Elland finds a vodka bottle next to the lifeless body of her boss* motivational speaker Sprague Witherspoon. The bottle is a terrifying—and deliberate—reminder of the horrors of her past. Grace retreats to her hometown to regroup and tries to put everything she's learned about positive thinking into practice—a process that is seriously challenged on the world's worst blind date. Awkward doesn't begin to describe her evening with venture-capitalist Julius Arkwright. She has nothing in common with a man who lives to make money* but the intense ex-Marine does have some skills that Grace can use—and he's the perfect man to help her when it becomes clear she is being stalked. As Witherspoon’s financial empire continues to crumble around them* taking a deadly toll* Julius will help Grace step into her past to uncover a devious plan to destroy not only Grace* but everyone around her…, https://www.goodreads.com/author/show/2387.Jayne_Ann_Krentz, https://images.gr-assets.com/authors/1446933865p5/2387.jpg, The United States, http://www.JayneAnnKrentz.com/, The author of over 50 consecutive New York Times bestsellers* JAYNE ANN KRENTZ writes romantic-suspense in three different worlds: Contemporary (as Jayne Ann Krentz)* historical (as Amanda Quick) and futuristic (as Jayne Castle). There are over 30 million copies of her books in print. She earned a B.A. in History from the University of California at Santa Cruz and went on to obtain a Masters degree in Library Science from San Jose State University in California. Before she began writing full time she worked as a librarian in both academic and corporate libraries.Ms. Krentz is married and lives with her husband* Frank* in Seattle* Washington. 
85, Flesh and Blood (Kay Scarpetta #22), Patricia Cornwell, 9780062325341, English, 369, November 4 2014, Mystery* Fiction* Crime* Thriller* Mystery Thriller* Suspense* Audiobook, 3.74 avg rating - 19.817 ratings, 188, 2, https://www.goodreads.com/book/show/20768868-flesh-and-blood, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403704254i/20768868.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403704254i/20768868._SY75_.jpg, It's a sunny morning in Cambridge* Massachusetts* and also Dr. Kay Scarpetta's birthday. She's about to head to Miami for a vacation with Benton Wesley* her FBI-profiler husband* when she notices seven pennies on a wall behind their home. Is this a kids' game? And if so* why are all of the coins dated 1981 and so shiny they could be newly minted?Her cell phone rings* and Detective Pete Marino tells her there's been a homicide five minutes away. A high school teacher was shot with uncanny precision as he unloaded groceries from his car. Yet no one heard or saw a thing. Looking for more clues that only she can discover and analyse* Scarpetta embarks on the unsettling pursuit of a serial sniper who leaves no incriminating evidence except tiny fragments of copper. . . , https://www.goodreads.com/author/show/1025097.Patricia_Cornwell, https://images.gr-assets.com/authors/1608833403p5/1025097.jpg, Miami* Florida* The United States, http://www.patriciacornwell.com/, Patricia Cornwell sold her first novel* Postmortem* in 1990 while working as a computer analyst at the Office of the Chief Medical Examiner in Richmond* Virginia. Postmortem* was the first bona fide forensic thriller. It paved the way for an explosion of entertainment featuring in all things forensic across film* television and literature. Postmortem would go on to win the Edgar* Creasey* Anthony* and Macavity awards as well as the French Prix du Roman d’Aventure prize – the first book ever to claim all these distinctions in a single year. To date* Cornwell’s books have sold some 100 million copies in thirty-six languages in over 120 countries. She’s authored twenty-nine New York Times bestsellers.Patricia’s novels center primarily on medic
86, No Fortunate Son (Pike Logan #7), Brad Taylor, 9780525953999, English, 405, December 30 2014, Thriller* Fiction* Action* Spy Thriller* Military Fiction* Suspense* Espionage, 4.38 avg rating - 5.251 ratings, 100, 1, https://www.goodreads.com/book/show/22522168-no-fortunate-son, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407105170i/22522168.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407105170i/22522168._SY75_.jpg, In the latest military thriller from the retired Delta Force Operator and New York Times bestselling author* a hostage situation places America’s most powerful political elite at the mercy of its worst enemies.  When veteran operator Pike Logan and partner Jennifer Cahill receive a letter from Blaisdell Consulting—the umbrella cover company for their real employer* a top secret counterterrorist unit called the Taskforce—they expect orders for their next mission-impossible tasking. Instead* they learn that their latest actions have gotten them fired* despite having saved thousands of innocent lives. Pike’s shock and fury is redirected when their commander* Colonel Kurt Hale* asks him and Jennifer for help with a personal matter: His niece Kylie* an exchange student in England* has gone missing. Neither Pike nor Jennifer understands how critical her disappearance will become. Meanwhile* all Taskforce teams have been redirected to a developing situation. A terrorist organization has targeted military relatives of key members of the US government* including the vice president’s son. Their seizure of hostages was far-reaching and meticulously coordinated* and the full extent of the threat—and potential demands—has thrown the government into turmoil. They face a terrible choice: Cease counter-terrorist operations* or watch hostages die one by one. How much is a single life worth? Unless the Taskforce can decipher the web of lies devised by their enemies* the United States is about to find out. , https://www.goodreads.com/author/show/1279042.Brad_Taylor, https://images.gr-assets.com/authors/1418964617p5/1279042.jpg, , http://www.bradtaylorbooks.com, Brad Taylor served for more than twenty-one years in the U.S. Army* retiring in 2010 as a Special Forces Lieutenant colonel. During that time he held numerous infantry and special operations positions* including eight years in 1st Special Forces Operations Detachment—Delta* popularly known as the Delta Force* where he commanded multiple troops and a squadron. He has conducted operations in support of U.S. national interests in Iraq* Afghanistan* and other classified locations. His final military post was as Assistant Professor of Military Science at The Citadel. He holds a master's of science in defense analysis with a concentration in irregular warfare from the Naval Postgraduate School in Monterey* CA. When not writing* Brad serves as a s
87, Hush Hush (Tess Monaghan #12), Laura Lippman, 9780062083425, English, 303, February 1 2015, Mystery* Fiction* Mystery Thriller* Crime* Audiobook* Suspense* Detective, 3.54 avg rating - 6.522 ratings, 100, 1, https://www.goodreads.com/book/show/22206617-hush-hush, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413403259i/22206617.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413403259i/22206617._SY75_.jpg, Tess Monaghan has encountered almost every possible criminal motive throughout her career: greed* revenge* jealousy* rage. But there are crimes that defy all attempts at understanding* where a search for motive seems pointless. Melisandre Harris Dawes committed such a crime. Found not guilty by reason of insanity* she fled the country* leaving her two daughters with their father. Twelve years later* she’s back in Baltimore* and Tess is asked to provide security detail while Melisandre films a documentary about her attempts to reconcile with her now teenaged children. Tess* juggling work with caring for her demanding toddler* is uneasy about the case. Still* Melisandre’s lawyer is family. And there is something about the woman herself—confident* beautiful* shrewdly intelligent—that draws Tess in. Is she a master manipulator or someone who was driven to temporary madness? Cold and calculating* or a mother concerned for her daughters’ well being? Someone is leaving Melisandre enigmatic* threatening notes. Soon Tess* insecure about her parenting abilities and receiving cryptic messages of her own* isn’t sure whether she should be protecting Melisandre from harm—or protecting everyone else from Melisandre. When Melisandre becomes the prime suspect in a murder* Tess must uncover the truth. Doing so will mean confronting her deepest beliefs about what separates good parents from bad* madness from sanity* and what lengths even the most rational person will go to* to protect what they cherish most. , https://www.goodreads.com/author/show/60459.Laura_Lippman, https://images.gr-assets.com/authors/1518016192p5/60459.jpg, Atlanta* GA* The United States, http://www.lauralippman.com/, Since Laura Lippman’s debut* she has been recognized as a distinctive voice in mystery fiction and named one of the “essential” crime writers of the last 100 years. Stephen King called her “special* even extraordinary*” and Gillian Flynn wrote* “She is simply a brilliant novelist.” Her books have won most of the major awards in her field and been translated into more than twenty-five languages. She lives in Baltimore and New Orleans with her teenager.
88, Escape From Purgatory, Sephor Rud, 9781460262627, English, 240, April 8 2015, , 3.18 avg rating - 11 ratings, 100, 1, https://www.goodreads.com/book/show/25346822-escape-from-purgatory, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429339544i/25346822.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429339544i/25346822._SY75_.jpg, Damien Ambrose finds himself in a dark haze about the bloody night that his family was killed by him. He remembers nothing about the murder* and finds himself remembering less about his family. Could he really have killed them* or is there some other explanation? We follow Damien as he goes through a psychiatric ward to the infamous Mansfield Asylum for the criminally insane. Delve deep inside the mind of an isolated life* where the battle of sanity is a constant war. Is he damned to spend the rest of his life behind walls* or can he escape from the prison of his body and mind?, https://www.goodreads.com/author/show/13818487.Sephor_Rud, https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png, , Sephor Rud’s books, null
89, Faking Delinquency, Ashley Winters, 9781680304121, English, 190, January 5 2014, Romance* Contemporary* Young Adult* Teen* High School* Young Adult Romance* Fiction, 4.37 avg rating - 890 ratings, 100, 1, https://www.goodreads.com/book/show/23279538-faking-delinquency, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555047768i/23279538.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555047768i/23279538._SX50_.jpg, One girl. One camp for delinquents. One hell of a summer. Falice Winters has always been the goody-two shoes. Her twin Arabelle . . . not so much. So what happens when their dad plans to ship Arabelle off to a camp to clean up her act? Well* naturally* Arabelle would find a way out. Her solution? Falice! It was a simple plan: Falice would pretend to be Arabelle and go to the delinquent camp while Arabelle got to have the time of her life with her boyfriend in London. Falice thought her summer was going to consist of sitting on the couch reading novels all day or hanging out with her friends. Never did it cross her mind that she would be pretending to be her sister in a camp of delinquents. But now she’s stuck at a camp all summer where being rude is the new “in. ”And everything turns for the worse when someone figures out her secret. Will Falice survive the summer? Or will everyone learn that she’s faking delinquency?, https://www.goodreads.com/author/show/7182295.Ashley_Winters, https://images.gr-assets.com/authors/1501645971p5/7182295.jpg, The United States, Ashley Winters’s books, Ashley Winters* twenty* is currently attending the University of Maine at Farmington and majoring in creative writing. Most of her time is spent writing or thinking about writing* and the rest is spent reading or fangirling about people who don’t actually exist. She loves God* her family* her friends* many* many fictional people* and pretty much anyone who makes a pun.Make sure to like me on Facebook!http://on.fb.me/1PwEcGcFollow me on Twitter too!http://bit.ly/1RHcA0i
90, Ten Thousand Skies Above You (Firebird #2), Claudia Gray, null, English, 424, November 3 2015, Young Adult* Science Fiction* Romance* Fantasy* Time Travel* Fiction* Audiobook, 4.06 avg rating - 22.228 ratings, 100, 1, https://www.goodreads.com/book/show/17234659-ten-thousand-skies-above-you, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1423065898i/17234659.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423065898i/17234659._SY75_.jpg, Ever since she used the Firebird* her parents' invention* to cross into alternate dimensions* Marguerite has caught the attention of enemies who will do anything to force her into helping them dominate the multiverse—even hurting the people she loves. She resists until her boyfriend* Paul* is attacked and his consciousness scattered across multiple dimensions. Marguerite has no choice but to search for each splinter of Paul’s soul. The hunt sends her racing through a war-torn San Francisco* the criminal underworld of New York City* and a glittering Paris where another Marguerite hides a shocking secret. Each world brings Marguerite one step closer to rescuing Paul. But with each trial she faces* she begins to question the destiny she thought they shared. , https://www.goodreads.com/author/show/1192311.Claudia_Gray, https://images.gr-assets.com/authors/1234643683p5/1192311.jpg, The United States, http://www.claudiagray.com/, Claudia Gray is not my real name. I didn't choose a pseudonym because my real name is unpleasant (it isn't)* because I'd always dreamed of calling myself this (I haven't) or even because I'm hiding from the remnants of that international diamond-smuggling cartel I smashed in 2003 (Interpol has taken care of them). In short* I took a pseudonym for no real reason whatsoever. Sometimes this is actually the best reason to do things.I live in New Orleans. So far* in life* I've been a disc jockey* a lawyer* a journalist and an extremely bad waitress* just to name a few. I especially like to spend time traveling* hiking* reading and listening to music. More than anything else* I enjoy writing. 
91, Zoo Story: Life in the Garden of Captives, Thomas   French, null, English, 309, July 6 2010, Nonfiction* Animals* Science* Nature* Adult* Natural History* Africa, 3.99 avg rating - 3.082 ratings, 99, 1, https://www.goodreads.com/book/show/8800886-zoo-story, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328348885i/8800886.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328348885i/8800886._SY75_.jpg, "This story* told by a master teller of such things* does more than take you inside the cages* fences* and walls of a zoo. It takes you inside the human heart* and an elephant's* and a primate's* and on and on. Tom French did in this book what he always does. He took real life and wrote it down for us* with eloquence and feeling and aching detail. "-Rick Bragg* Pulitzer Prize-winning journalist and bestselling author"An insightful and detailed look at the complex life of a zoo and its denizens* both animal and human. "-Yann Martel* author of Life of Pi and Beatrice and VirgilWelcome to the savage and surprising world of Zoo Story * an unprecedented account of the secret life of a zoo and its inhabitants. Based on six years of research* the book follows a handful of unforgettable characters at Tampa's Lowry Park an alpha chimp with a weakness for blondes* a ferocious tiger who revels in Obsession perfume* and a brilliant but tyrannical CEO known as El Diablo Blanco. The sweeping narrative takes the reader from the African savannah to the forests of Panama and deep into the inner workings of a place some describe as a sanctuary and others condemn as a prison. Zoo Story shows us how these remarkable individuals live* how some die* and what their experiences reveal about the human desire to both exalt and control nature. , https://www.goodreads.com/author/show/28145.Thomas_French, https://images.gr-assets.com/authors/1306633221p5/28145.jpg, The United States, http://journalism.indiana.edu/about-us/faculty-..., Librarian Note:There is more than one author in the Goodreads database with this name.Thomas French* a Pulitzer prize-winning reporter* has spent the past quarter century redefining the possibilities of journalistic storytelling* both in his writing and in his teaching around the world.French grew up in Indiana and attended journalism school at Indiana University’s Bloomington campus* where he was a Poynter scholar and editor-in-chief at the Indiana Daily Student* and where he won a Hearst award for a profile of a giant hog at the Indiana State Fair. An editor at the St. Petersburg Times read the hog story and hired French* just as he was graduating from IU* as a night cops reporter.French spent the next 27 years at the Times* covering hurr
92, Redeployment, Phil Klay, 9781594204999, English, 288, March 4 2014, Short Stories* Fiction* War* Military Fiction* Historical Fiction* Audiobook* Literary Fiction, 3.96 avg rating - 23.584 ratings, 98, 1, https://www.goodreads.com/book/show/18114068-redeployment, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417987993i/18114068.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417987993i/18114068._SY75_.jpg, Phil Klay's Redeployment takes readers to the frontlines of the wars in Iraq and Afghanistan* asking us to understand what happened there* and what happened to the soldiers who returned. Interwoven with themes of brutality and faith* guilt and fear* helplessness and survival* the characters in these stories struggle to make meaning out of chaos. In "Redeployment"* a soldier who has had to shoot dogs because they were eating human corpses must learn what it is like to return to domestic life in suburbia* surrounded by people "who have no idea where Fallujah is* where three members of your platoon died. " In "After Action Report"* a Lance Corporal seeks expiation for a killing he didn't commit* in order that his best friend will be unburdened. A Morturary Affairs Marine tells about his experiences collecting remains - of U. S. and Iraqi soldiers both. A chaplain sees his understanding of Christianity* and his ability to provide solace through religion* tested by the actions of a ferocious Colonel. And in the darkly comic "Money as a Weapons System"* a young Foreign Service Officer is given the absurd task of helping Iraqis improve their lives by teaching them to play baseball. These stories reveal the intricate combination of monotony* bureaucracy* comradeship and violence that make up a soldier's daily life at war* and the isolation* remorse* and despair that can accompany a soldier's homecoming. Redeployment is poised to become a classic in the tradition of war writing. Across nations and continents* Klay sets in devastating relief the two worlds a soldier inhabits: one of extremes and one of loss. Written with a hard-eyed realism and stunning emotional depth* this work marks Phil Klay as one of the most talented new voices of his generation. , https://www.goodreads.com/author/show/7114556.Phil_Klay, https://images.gr-assets.com/authors/1601311798p5/7114556.jpg, The United Kingdom, http://www.philklay.com, Phil Klay is a veteran of the US Marine Corps. His short story collection Redeployment won the 2014 National Book Award for Fiction and the National Book Critics’ Circle John Leonard Prize for best debut work in any genre* and was selected as one of the 10 Best Books of 2014 by The New York Times. His nonfiction work won the George W. Hunt* S.J.* Prize for Journalism* Arts & Letters in the category of Cultural & Historical Criticism in 2018. His writing has appeared in The New York Times* The Washington Post* The Wall Street Journal* The Atlantic* The New Yorker* and the Brookings Institution’s Brookings Essay series. He currently teaches fiction at Fairfield University.
93, Blueprints, Barbara Delinsky, 9781250007049, English, 416, June 5 2015, Fiction* Romance* Chick Lit* Contemporary* Womens Fiction* Family* Contemporary Romance, 3.76 avg rating - 7.761 ratings, 98, 1, https://www.goodreads.com/book/show/23245586-blueprints, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416591247i/23245586.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416591247i/23245586._SY75_.jpg, New York Times Bestseller Returning to her beloved New England* the New York Times bestselling author of Sweet Salt Air explores the limits of love and asks what happens when the right man comes along at the wrong time?Caroline and Jamie McAfee are close. Not only do they enjoy their relationship as mother and daughter* they're in business together as the team that fronts the popular home renovation show Gut It! All is well with these two strong women* but when the network tells Caroline that Jamie is to replace her as host* Caroline feels betrayed by her daughter and old in the eyes of the world. Jamie is unsettled by the cast change and devastated by her mother's anger* but she has little time to brood when a tragic accident leaves her two-year-old half-brother in her care. Accustomed to a life of order and precision* Jamie suddenly finds herself out of her depth* grappling with a toddler who misses his parents and a fiancé who doesn't want the child. Amid such devastation* Caroline and Jamie find themselves revising the blueprints they've built their lives around. With loyalties shifting and decisions looming* mother and daughter need each other but the rift between them is proving difficult to mend. As the women try to remake themselves and rebuild their relationship with each other* they discover that strength and even passion can come from the unlikeliest places. For Caroline* it's an old friend* whose efforts to seduce her awaken desires that have been dormant for so long that she feels foreign to herself. For Jamie* it's a staggering new attraction that allows her to breathe again-and breathe deeply-for the first time in forever. A riveting novel from a master storyteller* Barbara Delinsky's Blueprints reminds us that sometimes love appears when we least expect it* and when we need it most. , https://www.goodreads.com/author/show/36492.Barbara_Delinsky, https://images.gr-assets.com/authors/1432833006p5/36492.jpg, The United States, http://barbaradelinsky.com/, I was born and raised in suburban Boston. My mother’s death* when I was eight* was the defining event of a childhood that was otherwise ordinary. I took piano lessons and flute lessons. I took ballroom dancing lessons. I went to summer camp through my fifteenth year (in Maine* which explains the setting of so many of my stories)* then spent my sixteenth summer learning to type and to drive (two skills that have served me better than all of my other high school courses combined). I earned a B.A. in Psychology at Tufts University and an M.A. in Sociology at Boston College. The motivation behind the M.A. was sheer greed. My husband was just starting law school. We needed the money. Following graduate school* I worked as a researcher with the M
94, The Empty Throne (The Saxon Stories #8), Bernard Cornwell, 9780007504176, English, 302, September 16 2014, Historical Fiction* Fiction* Historical* Medieval* Fantasy* British Literature* War, 4.38 avg rating - 23.301 ratings, 97, 1, https://www.goodreads.com/book/show/21045103-the-empty-throne, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408716325i/21045103.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408716325i/21045103._SY75_.jpg, This eighth entry in New York Times bestselling author Bernard Cornwell's epic Saxon Tales series brings to life the harrowing and turbulent tale of a nation torn apart by sectarian and religious strife* a political struggle dominated by dynastic rivalries* and the remarkable strength that elevates some characters above their time. “My name is Uhtred. I am the son of Uhtred* who was the son of Uhtred . . . ”Britain* early tenth century AD: a time of change. There are new raids by the Vikings from Ireland* and turmoil among the Saxons over the leadership of Mercia. A younger generation is taking over. Æthelred* the ruler of Mercia* is dying* leaving no legitimate heir. The West Saxons want their king* but Uhtred has long supported Athelflaed* sister to King Edward of Wessex and widow of Aethelred. Widely loved and respected* Athelflaed has all the makings of a leader—but could Saxon warriors ever accept a woman as their ruler? The stage is set for rivals to fight for the empty throne. Uhtred is still suffering from the wounds he received in battle. To recover his strength he needs to find the sword that caused the injury* but lost amid the battle’s blood and mud* how could it be traced and who among the Vikings or Saxons might be holding it? In the end it is one champion* one hero* who will destroy the new Viking threat to Mercia and ultimately decide the fate of England. , https://www.goodreads.com/author/show/12542.Bernard_Cornwell, https://images.gr-assets.com/authors/1504578807p5/12542.jpg, London* England* The United Kingdom, http://www.bernardcornwell.net/, Cornwell was born in London in 1944. His father was a Canadian airman* and his mother* who was English* a member of the Women's Auxiliary Air Force. He was adopted and brought up in Essex by the Wiggins family* who were members of the Peculiar People* a strict Protestant sect who banned frivolity of all kinds and even medicine. After he left them* he changed his name to his birth mother's maiden name* Cornwell.Cornwell was sent away to Monkton Combe School* attended the University of London* and after graduating* worked as a teacher. He attempted to enlist in the British armed services at least three times but was rejected on the grounds of myopia.He then joined BBC's Nationwide and was promoted to become head of current affairs at BBC Nort
